mes,mpio,fecha,hora,victima,sexo_v,edad_v,parentesco,edo_civil_v,ocupacion_v,escolaridad_v,agresor,sexo_a,edad_a,edo_civil_a,ocupacion_a,escolaridad_a,pob
7,33,2018/06/06,22,1,F,34,NINGUNO,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,31 a 35,NE,NE,NE,79853
7,6,2018/07/12,0,1,F,35,ESPOSO (A),CASADO,HOGAR,PREPARATORIA,1.0,M,34,CASADO,NE,TÉCNICO / COMERCIO,597207
7,6,2018/07/08,21,1,F,42,ESPOSO (A),CASADO,HOGAR,TÉCNICO / COMERCIO,1.0,M,43,CASADO,OBRERO,PREPARATORIA,597207
7,6,2018/07/08,18,1,F,45,NINGUNO,CASADO,EMPLEADO,SECUNDARIA,1.0,M,46 a 50,CASADO,NE,PRIMARIA,597207
7,6,2018/07/17,15,1,F,23,NINGUNO,UNIÓN LIBRE,EMPLEADO,PREPARATORIA,1.0,M,40,DIVORCIADO,EMPLEADO,PREPARATORIA,597207
7,48,2018/07/17,20,1,F,40,UNION LIBRE,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,38,UNIÓN LIBRE,EMPLEADO,PREPARATORIA,296954
7,26,2018/07/13,10,1,M,47,NINGUNO,SOLTERO,SIN OFICIO,SECUNDARIA,1.0,M,64,VIUDO,SIN OFICIO,PRIMARIA,682880
7,26,2018/07/16,1,1,F,57,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,67,CASADO,NE,NE,682880
7,26,2018/07/16,15,1,F,17,NINGUNO,SOLTERO,SIN OFICIO,PRIMARIA,1.0,F,26 a 30,NE,NE,NE,682880
7,26,2018/07/15,18,1,F,52,NUERA,CASADO,HOGAR,PRIMARIA,1.0,F,30,CASADO,HOGAR,SECUNDARIA,682880
7,26,2018/07/15,16,1,F,45,ESPOSO (A),CASADO,COMERCIANTE,SECUNDARIA,1.0,M,52,CASADO,ALBAÑIL,SECUNDARIA,682880
7,26,2018/07/16,2,1,F,25,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,30,CASADO,EMPLEADO,PRIMARIA,682880
7,26,2018/07/15,19,1,F,24,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,28,SOLTERO,NE,PRIMARIA,682880
7,26,2018/07/17,14,1,F,52,CONCUBINO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,56 a 60,UNIÓN LIBRE,NE,NE,682880
7,26,2018/07/16,22,1,F,61,NINGUNO,CASADO,HOGAR,PRIMARIA,1.0,M,63,CASADO,COMERCIANTE,SECUNDARIA,682880
7,26,2018/07/17,9,1,M,30,NINGUNO,CASADO,EMPLEADO,PREPARATORIA,1.0,F,26,CASADO,NE,SECUNDARIA,682880
7,31,2018/07/15,10,1,F,28,CONCUBINO (A),UNIÓN LIBRE,PRESTADOR DE SERVICIOS,TÉCNICO / COMERCIO,1.0,M,43,CASADO,OFICIAL DE TRÁNSITO,SECUNDARIA,333481
7,31,2018/07/17,13,1,F,38,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PREPARATORIA,1.0,M,42,UNIÓN LIBRE,NE,SECUNDARIA,333481
7,31,2018/07/16,22,1,M,19,MADRE,SOLTERO,SIN OFICIO,SECUNDARIA,2.0,M M,19 44,SOLTERO CASADO,SIN OFICIO SIN OFICIO,SECUNDARIA SECUNDARIA,333481
7,39,2018/07/15,12,1,F,37,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,M,40,CASADO,NE,NE,1109171
7,39,2018/07/15,2,1,M,49,NINGUNO,DIVORCIADO,TAXISTA,TÉCNICO / COMERCIO,1.0,F,43,CASADO,EMPLEADO,TÉCNICO / COMERCIO,1109171
7,39,2018/07/16,1,1,F,30,NINGUNO,CASADO,SIN OFICIO,SECUNDARIA,1.0,M,31 a 35,NE,NE,NE,1109171
7,39,2018/07/13,18,1,F,47,NINGUNO,CASADO,COMERCIANTE,TÉCNICO / COMERCIO,1.0,M,75,CASADO,JUBILADO,NINGUNA,1109171
7,39,2018/07/15,19,1,F,36,NINGUNO,CASADO,EMPLEADA DOMESTICA,PRIMARIA,1.0,M,36,CASADO,EMPLEADO,SECUNDARIA,1109171
7,39,2018/07/17,7,1,M,55,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,F,36,CASADO,EMPLEADO,PREPARATORIA,1109171
7,39,2018/07/07,23,1,F,38,ESPOSO (A),CASADO,HOGAR,PRIMARIA,1.0,M,41,CASADO,ALBAÑIL,PRIMARIA,1109171
7,39,2018/07/15,21,1,F,30,NINGUNO,CASADO,EMPLEADO,TÉCNICO / COMERCIO,1.0,M,35,CASADO,DESEMPLEADO,SECUNDARIA,1109171
7,39,2018/07/15,0,1,F,32,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,PRIMARIA,1.0,M,36 a 40,UNIÓN LIBRE,NE,NE,1109171
7,39,2018/07/15,14,1,F,22,NINGUNO,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,2.0,F M,26 a 30 41 a 45,SOLTERO UNIÓN LIBRE,NE NE,PRIMARIA SECUNDARIA,1109171
7,39,2018/07/15,14,1,F,66,MADRE,UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,66,UNIÓN LIBRE,NE,PRIMARIA,1109171
7,48,2018/07/01,17,1,F,28,NINGUNO,CASADO,SIN OFICIO,SECUNDARIA,1.0,M,45,CASADO,OBRERO,SECUNDARIA,296954
7,39,2018/07/15,17,1,F,30,NINGUNO,CASADO,HOGAR,PREPARATORIA,1.0,M,29,CASADO,SIN OFICIO,PREPARATORIA,1109171
7,39,2018/07/14,8,1,F,25,CONCUBINO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,26,UNIÓN LIBRE,NE,SECUNDARIA,1109171
7,39,2018/07/16,11,1,F,40,ESPOSO (A),CASADO,DESEMPLEADO,SECUNDARIA,1.0,M,38,CASADO,SIN OFICIO,SECUNDARIA,1109171
7,39,2018/07/13,19,1,M,76,HIJO(A),VIUDO,DESEMPLEADO,PRIMARIA,1.0,M,42,SOLTERO,NE,NE,1109171
7,39,2018/07/15,17,1,M,26,CONCUBINO (A),UNIÓN LIBRE,CHOFER,SECUNDARIA,1.0,F,23,UNIÓN LIBRE,EMPLEADO,PREPARATORIA,1109171
7,39,2018/05/31,9,1,F,20,CONCUBINO (A),SEPARADO,HOGAR,PRIMARIA,1.0,M,20,NE,NE,PRIMARIA,1109171
7,39,2018/07/16,2,1,M,64,NINGUNO,VIUDO,HOGAR,PRIMARIA,1.0,M,38,CASADO,EMPLEADO,SECUNDARIA,1109171
7,39,2018/06/29,22,1,F,34,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,35,CASADO,EMPLEADO,SECUNDARIA,1109171
7,39,2018/07/07,16,1,F,35,NINGUNO,CASADO,HOGAR,PREPARATORIA,1.0,M,35,CASADO,PROFESIONISTA,LICENCIATURA,1109171
7,39,2018/07/03,21,1,F,25,NINGUNO,SOLTERO,COMERCIANTE,PRIMARIA,1.0,M,33,SOLTERO,CHOFER,SECUNDARIA,1109171
7,39,2018/06/22,19,1,M,26,NINGUNO,SOLTERO,DESEMPLEADO,PREPARATORIA,1.0,M,53,DIVORCIADO,COMERCIANTE,PREPARATORIA,1109171
7,39,2018/06/08,8,1,F,29,ESPOSO (A),CASADO,EMPLEADO,POSGRADO,1.0,M,31,CASADO,EMPLEADO,POSGRADO,1109171
7,39,2018/07/05,19,1,F,32,ESPOSO (A),CASADO,SIN OFICIO,SECUNDARIA,1.0,M,41,UNIÓN LIBRE,EMPLEADO,PREPARATORIA,1109171
7,39,2018/07/14,9,2,M F,3 26,NINGUNO ESPOSO (A),SOLTERO SEPARADO,SIN OFICIO EMPLEADO,NINGUNA PREPARATORIA,1.0,M,25,SEPARADO,NE,LICENCIATURA,1109171
7,39,2018/05/01,19,3,F M M,12 18 46,NINGUNO HIJO(A) ESPOSO (A),SOLTERO SOLTERO CASADO,SIN OFICIO SIN OFICIO DESEMPLEADO,PRIMARIA PREPARATORIA PREPARATORIA,1.0,F,38,CASADO,PROFESIONISTA,LICENCIATURA,1109171
7,3,2018/07/02,11,1,M,30,ESPOSO (A),CASADO,EMPLEADO,PRIMARIA,1.0,M,NE,NE,NE,PRIMARIA,1292
7,6,2018/07/14,3,1,F,33,ESPOSO (A),CASADO,HOGAR,PREPARATORIA,1.0,M,38,CASADO,EMPLEADO,LICENCIATURA,597207
7,6,2018/07/13,21,1,F,47,CONCUBINO (A),UNIÓN LIBRE,SIN OFICIO,PRIMARIA,1.0,M,36,SOLTERO,NE,PRIMARIA,597207
7,6,2018/07/15,9,1,F,41,UNION LIBRE,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,45,UNIÓN LIBRE,EMPLEADO,PRIMARIA,597207
7,6,2018/07/15,1,1,F,27,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,29,CASADO,EMPLEADO,PRIMARIA,597207
7,13,2018/07/07,8,1,F,48,CONCUBINO (A),UNIÓN LIBRE,DESEMPLEADO,SECUNDARIA,1.0,F,NE,NE,NE,NE,10835
7,9,2018/07/18,4,1,F,22,CONCUBINO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,23,UNIÓN LIBRE,NE,PRIMARIA,95534
7,39,2018/06/12,19,1,F,45,ESPOSO (A),CASADO,EMPLEADO,LICENCIATURA,1.0,M,53,CASADO,PENSIONADO,PREPARATORIA,1109171
7,14,2018/07/06,18,1,M,40,NINGUNO,SEPARADO,SIN OFICIO,SECUNDARIA,1.0,F,39,SEPARADO,HOGAR,PRIMARIA,34110
7,18,2018/07/19,8,1,F,24,NINGUNO,CASADO,HOGAR,PREPARATORIA,1.0,M,26,CASADO,EMPLEADO,SECUNDARIA,247370
7,26,2018/07/18,0,1,F,29,NINGUNO,CASADO,EMPLEADO,SECUNDARIA,1.0,M,30,CASADO,NE,SECUNDARIA,682880
7,26,2018/07/17,9,1,F,24,NINGUNO,SOLTERO,HOGAR,SECUNDARIA,1.0,F,26 a 30,NE,NE,NE,682880
7,26,2018/07/08,4,1,M,30,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,M,38,CASADO,COMERCIANTE,SECUNDARIA,682880
7,26,2018/01/01,17,1,F,44,ESPOSO (A),SEPARADO,HOGAR,SECUNDARIA,1.0,M,50,CASADO,EMPLEADO,PREPARATORIA,682880
7,31,2018/07/17,12,1,F,25,UNION LIBRE,UNIÓN LIBRE,SIN OFICIO,PRIMARIA,1.0,M,26,UNIÓN LIBRE,DESEMPLEADO,SECUNDARIA,333481
7,31,2018/07/15,21,1,F,37,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,38,CASADO,DESEMPLEADO,SECUNDARIA,333481
7,31,2018/07/16,13,1,F,39,NINGUNO,SOLTERO,HOGAR,PRIMARIA,1.0,M,28,UNIÓN LIBRE,ALBAÑIL,SECUNDARIA,333481
7,33,2018/06/28,12,1,M,19,PADRE,SOLTERO,ESTUDIANTE,PREPARATORIA,1.0,M,42,SOLTERO,EMPLEADO,SECUNDARIA,79853
7,33,2018/06/24,18,1,F,35,NINGUNO,CASADO,SIN OFICIO,PRIMARIA,1.0,M,30,CASADO,SIN OFICIO,SECUNDARIA,79853
7,36,2018/07/09,12,1,F,27,NINGUNO,UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,29,UNIÓN LIBRE,SIN OFICIO,PRIMARIA,6996
7,39,2018/07/15,1,1,F,34,CONCUBINO (A),SOLTERO,HOGAR,SECUNDARIA,1.0,M,26 a 30,NE,NE,NE,1109171
7,41,2018/07/17,0,1,F,4,NINGUNO,SOLTERO,HOGAR,PRIMARIA,1.0,F,21 a 25,NE,NE,NE,87168
7,41,2018/06/27,0,1,F,28,UNION LIBRE,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,21 a 25,UNIÓN LIBRE,NE,NE,87168
7,41,2018/07/15,0,1,F,40,NINGUNO,CASADO,SIN OFICIO,SECUNDARIA,1.0,M,38,CASADO,COMERCIANTE,SECUNDARIA,87168
7,41,2018/07/15,3,1,F,19,UNION LIBRE,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,20,UNIÓN LIBRE,SIN OFICIO,PRIMARIA,87168
7,33,2018/07/08,1,1,F,28,ESPOSO (A),CASADO,EMPLEADO,PRIMARIA,1.0,M,31 a 35,CASADO,NE,SECUNDARIA,79853
7,33,2018/07/09,18,1,F,40,NINGUNO,CASADO,SIN OFICIO,SECUNDARIA,1.0,M,41,SOLTERO,SIN OFICIO,SECUNDARIA,79853
7,44,2018/07/17,21,1,F,23,NINGUNO,CASADO,EMPLEADA DOMESTICA,SECUNDARIA,1.0,M,31 a 35,NE,NE,NE,35456
7,51,2018/07/15,6,1,F,46,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,41 a 45,NE,NE,NE,4080
7,48,2018/07/19,0,1,F,22,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,LICENCIATURA,1.0,M,28,UNIÓN LIBRE,PRESTADOR DE SERVICIOS,SECUNDARIA,296954
7,18,2018/07/16,12,1,F,29,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,29,CASADO,NE,SECUNDARIA,247370
7,18,2018/07/16,17,1,F,27,CONCUBINO (A),UNIÓN LIBRE,OBRERO,SECUNDARIA,1.0,M,24,UNIÓN LIBRE,OBRERO,SECUNDARIA,247370
7,18,2018/07/16,9,1,F,38,ESPOSO (A),CASADO,COMERCIANTE,SECUNDARIA,1.0,M,41,CASADO,NE,SECUNDARIA,247370
7,33,2018/06/26,16,1,F,18,NINGUNO,SOLTERO,HOGAR,PREPARATORIA,1.0,M,24,SOLTERO,ESTUDIANTE,LICENCIATURA,79853
7,6,2018/06/29,10,1,M,49,EXESPOSO (A),DIVORCIADO,EMPLEADO,LICENCIATURA,1.0,F,46 a 50,NE,HOGAR,NE,597207
7,41,2018/07/11,22,1,M,64,PADRE,VIUDO,AGRICULTOR,NINGUNA,1.0,M,33,SEPARADO,EMPLEADO,PREPARATORIA,87168
7,6,2018/07/07,1,1,F,38,ESPOSO (A),CASADO,OPERARIO,SECUNDARIA,1.0,M,36 a 40,NE,NE,NE,597207
7,6,2018/07/15,5,1,F,22,NINGUNO,SOLTERO,OPERARIO,SECUNDARIA,2.0,M F,NE NE,NE NE,NE NE,NE NE,597207
7,26,2018/07/12,18,1,F,28,ESPOSO (A),CASADO,HOGAR,PREPARATORIA,1.0,M,32,CASADO,DESEMPLEADO,LICENCIATURA,682880
7,26,2018/07/18,3,1,F,36,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,47,CASADO,PROFESIONISTA,PREPARATORIA,682880
7,26,2018/07/13,16,1,M,53,ESPOSO (A),CASADO,DESEMPLEADO,PREPARATORIA,1.0,F,33,CASADO,HOGAR,PRIMARIA,682880
7,26,2018/07/13,10,1,F,30,NINGUNO,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1.0,M,42,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,682880
7,26,2018/07/14,13,1,F,39,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,M,46,CASADO,EMPLEADO,PREPARATORIA,682880
7,26,2018/07/19,8,1,M,46,PADRE,DIVORCIADO,COMERCIANTE,PREPARATORIA,1.0,M,23,SOLTERO,SIN OFICIO,PREPARATORIA,682880
7,48,2018/07/14,23,1,F,40,ESPOSO (A),CASADO,SIN OFICIO,PREPARATORIA,1.0,M,42,CASADO,NE,SECUNDARIA,296954
7,31,2018/07/14,2,1,F,50,ESPOSO (A),CASADO,HOGAR,TÉCNICO / COMERCIO,1.0,M,54,CASADO,TAXISTA,TÉCNICO / COMERCIO,333481
7,31,2018/07/18,23,1,F,44,MADRE,CASADO,SIN OFICIO,TÉCNICO / COMERCIO,1.0,M,46,CASADO,SIN OFICIO,SECUNDARIA,333481
7,31,2018/07/02,11,1,F,27,MADRE,SOLTERO,SIN OFICIO,SECUNDARIA,1.0,M,34,SOLTERO,SIN OFICIO,PREPARATORIA,333481
7,31,2018/07/17,12,1,F,27,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1.0,M,26 a 30,NE,NE,NE,333481
7,31,2018/07/17,21,1,F,21,NINGUNO,UNIÓN LIBRE,HOGAR,PREPARATORIA,1.0,M,19,UNIÓN LIBRE,NE,SECUNDARIA,333481
7,31,2018/07/17,6,1,F,31,MADRE,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,1.0,M,32,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,333481
7,31,2018/07/15,22,1,F,45,MADRE,UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,25,SOLTERO,ALBAÑIL,SECUNDARIA,333481
7,39,2018/07/18,13,1,F,42,MADRE,UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,21,SOLTERO,DESEMPLEADO,SECUNDARIA,1109171
7,21,2018/07/18,14,1,F,19,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,27,UNIÓN LIBRE,EMPLEADO,PREPARATORIA,425148
7,21,2018/07/11,3,1,F,26,UNION LIBRE,UNIÓN LIBRE,EMPLEADO,LICENCIATURA,1.0,M,24,UNIÓN LIBRE,DESEMPLEADO,PREPARATORIA,425148
7,39,2018/07/19,0,1,F,36,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,50,CASADO,EMPLEADO,SECUNDARIA,1109171
7,39,2018/07/03,15,1,F,64,MADRE,VIUDO,SIN OFICIO,PRIMARIA,2.0,F M,46 31 a 35,CASADO CASADO,COMERCIANTE SIN OFICIO,POSGRADO PREPARATORIA,1109171
7,39,2018/07/17,11,1,F,14,NINGUNO,SOLTERO,DESEMPLEADO,SECUNDARIA,1.0,F,32,UNIÓN LIBRE,EMPLEADA DOMESTICA,SECUNDARIA,1109171
7,39,2018/07/16,8,1,F,64,ESPOSO (A),CASADO,MAESTRO(A),LICENCIATURA,2.0,F M,41 69,SOLTERO CASADO,EMPLEADO JUBILADO,LICENCIATURA SECUNDARIA,1109171
7,39,2018/07/18,6,1,F,41,NINGUNO,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,38,UNIÓN LIBRE,HOGAR,SECUNDARIA,1109171
7,39,2018/07/15,20,1,F,22,PADRE,SOLTERO,EMPLEADO,SECUNDARIA,1.0,M,43,CASADO,NE,SECUNDARIA,1109171
7,39,2018/07/14,16,1,F,50,NINGUNO,CASADO,HOGAR,PRIMARIA,1.0,M,50,CASADO,MECÁNICO(A),PRIMARIA,1109171
7,39,2018/07/18,23,1,F,35,UNION LIBRE,UNIÓN LIBRE,DESEMPLEADO,PRIMARIA,1.0,M,39,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,1109171
7,39,2018/07/15,12,1,F,18,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,PREPARATORIA,1.0,M,20,UNIÓN LIBRE,EMPLEADO,PREPARATORIA,1109171
7,39,2018/06/20,22,1,F,24,CONCUBINO (A),UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,1.0,M,25,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,1109171
7,39,2018/07/15,14,1,F,28,CONCUBINO (A),SOLTERO,DESEMPLEADO,SECUNDARIA,1.0,M,36 a 40,UNIÓN LIBRE,NE,SECUNDARIA,1109171
7,39,2018/07/15,5,1,F,41,ESPOSO (A),CASADO,HOGAR,PREPARATORIA,1.0,M,44,CASADO,NE,PREPARATORIA,1109171
7,39,2018/07/03,2,1,M,44,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,F,34,CASADO,HOGAR,PRIMARIA,1109171
7,26,2018/07/17,0,2,M F,1 5,NINGUNO NINGUNO,SOLTERO SOLTERO,SIN OFICIO ESTUDIANTE,NINGUNA PRIMARIA,2.0,F F,24 48,SOLTERO CASADO,NE NE,SECUNDARIA SECUNDARIA,682880
7,26,2018/07/15,22,2,F F,36 58,ESPOSO (A) YERNO,CASADO CASADO,EMPLEADO HOGAR,LICENCIATURA SECUNDARIA,1.0,M,33,CASADO,NE,SECUNDARIA,682880
7,26,2018/07/18,3,2,M F,6 8,MADRE NINGUNO,SOLTERO SOLTERO,SIN OFICIO DESEMPLEADO,PRIMARIA PRIMARIA,1.0,F,26 a 30,NE,NE,NE,682880
7,33,2018/06/17,14,3,F F F,12 13 32,NINGUNO NINGUNO ESPOSO (A),SOLTERO SOLTERO CASADO,SIN OFICIO ESTUDIANTE EMPLEADO,PRIMARIA PRIMARIA SECUNDARIA,1.0,M,26 a 30,NE,NE,NE,79853
7,26,2018/07/19,3,4,F F M F,10 15 19 39,HIJO(A) PADRE HIJO(A) ESPOSO (A),SOLTERO SOLTERO SOLTERO CASADO,ESTUDIANTE ESTUDIANTE ESTUDIANTE HOGAR,PRIMARIA SECUNDARIA SECUNDARIA PREPARATORIA,1.0,M,43,CASADO,EMPLEADO,PRIMARIA,682880
7,6,2018/07/09,12,1,F,35,ESPOSO (A),CASADO,SIN OFICIO,PREPARATORIA,1.0,M,37,CASADO,EMPLEADO,SECUNDARIA,597207
7,6,2018/06/30,22,1,M,38,ESPOSO (A),CASADO,SIN OFICIO,SECUNDARIA,1.0,F,37,CASADO,HOGAR,PREPARATORIA,597207
7,20,2018/06/18,15,1,F,21,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,NE,NE,NE,NE,5479
7,9,2018/07/19,16,1,M,50,NINGUNO,CASADO,EMPLEADO,SECUNDARIA,1.0,F,39,DIVORCIADO,SIN OFICIO,PREPARATORIA,95534
7,26,2018/07/19,7,1,F,26,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,M,28,CASADO,SIN OFICIO,PRIMARIA,682880
7,21,2018/07/16,19,1,M,38,NINGUNO,CASADO,EMPLEADO,LICENCIATURA,1.0,F,26,CASADO,HOGAR,PRIMARIA,425148
7,21,2018/07/19,2,1,F,28,ESPOSO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,31,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,425148
7,34,2018/07/08,21,1,F,36,NINGUNO,VIUDO,SIN OFICIO,SECUNDARIA,1.0,M,30,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,5630
7,26,2018/07/19,15,1,M,31,MADRE,SOLTERO,HOGAR,SECUNDARIA,2.0,M F,45 48,SOLTERO UNIÓN LIBRE,SIN OFICIO HOGAR,SECUNDARIA SECUNDARIA,682880
7,26,2018/07/16,9,1,F,68,HIJO(A),CASADO,EMPLEADA DOMESTICA,SECUNDARIA,1.0,M,46 a 50,NE,SIN OFICIO,NE,682880
7,34,2007/11/03,10,1,F,45,NINGUNO,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,0.0,,,,,,5630
7,41,2018/07/14,11,1,F,33,ESPOSO (A),CASADO,EMPLEADO,PRIMARIA,1.0,M,31 a 35,NE,NE,NE,87168
7,41,2018/07/01,23,1,F,21,NINGUNO,CASADO,EMPLEADO,PREPARATORIA,1.0,M,18 a 20,NE,NE,NE,87168
7,41,2018/07/15,2,1,F,40,NINGUNO,UNIÓN LIBRE,EMPLEADO,PRIMARIA,1.0,M,18,UNIÓN LIBRE,NE,NE,87168
7,41,2018/07/10,12,1,F,31,ESPOSO (A),CASADO,SIN OFICIO,SECUNDARIA,1.0,M,33,CASADO,NE,NINGUNA,87168
7,41,2018/07/08,12,1,F,17,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PREPARATORIA,1.0,F,18 a 20,UNIÓN LIBRE,NE,PREPARATORIA,87168
7,41,2018/07/11,20,1,F,18,UNION LIBRE,SOLTERO,EMPLEADO,SECUNDARIA,1.0,M,21,SOLTERO,EMPLEADO,PRIMARIA,87168
7,39,2018/07/17,14,1,F,30,PADRE,SOLTERO,PRESTADOR DE SERVICIOS,PREPARATORIA,1.0,M,55,DIVORCIADO,NE,PREPARATORIA,1109171
7,39,2018/07/16,11,1,F,27,PADRE,SOLTERO,HOGAR,PREPARATORIA,1.0,M,55,DIVORCIADO,NE,PREPARATORIA,1109171
7,46,2018/07/16,17,1,F,23,NINGUNO,SOLTERO,OBRERO,SECUNDARIA,1.0,M,44,CASADO,CHOFER,SECUNDARIA,430143
7,46,2018/07/15,0,1,F,21,NINGUNO,SOLTERO,SIN OFICIO,SECUNDARIA,1.0,M,21 a 25,NE,NE,NE,430143
7,46,2018/07/17,19,1,F,29,ESPOSO (A),CASADO,HOGAR,LICENCIATURA,1.0,M,41,CASADO,COMERCIANTE,LICENCIATURA,430143
7,18,2018/07/16,2,1,F,35,ESPOSO (A),CASADO,EMPLEADO,TÉCNICO / COMERCIO,1.0,M,18 a 20,CASADO,NE,NE,247370
7,18,2018/07/15,22,1,F,25,NINGUNO,UNIÓN LIBRE,HOGAR,PREPARATORIA,1.0,M,21 a 25,NE,NE,NE,247370
7,18,2018/05/30,9,1,F,37,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,36 a 40,NE,NE,NE,247370
7,18,2018/07/19,21,1,F,32,NINGUNO,CASADO,EMPLEADO,TÉCNICO / COMERCIO,1.0,M,63,VIUDO,DESEMPLEADO,PREPARATORIA,247370
7,18,2018/07/19,23,1,F,28,CONCUBINO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,26,UNIÓN LIBRE,OBRERO,SECUNDARIA,247370
7,18,2018/07/20,2,1,F,49,NINGUNO,UNIÓN LIBRE,COMERCIANTE,PRIMARIA,1.0,M,36,UNIÓN LIBRE,EMPLEADO,PRIMARIA,247370
7,18,2018/07/20,2,1,F,28,CONCUBINO (A),SEPARADO,DESEMPLEADO,LICENCIATURA,1.0,M,28,UNIÓN LIBRE,SIN OFICIO,PREPARATORIA,247370
7,6,2018/01/02,10,1,F,65,NINGUNO,VIUDO,HOGAR,PRIMARIA,1.0,F,NE,NE,NE,NE,597207
7,6,2018/07/08,1,1,F,44,ESPOSO (A),CASADO,PRESTADOR DE SERVICIOS,TÉCNICO / COMERCIO,1.0,M,43,CASADO,NE,PREPARATORIA,597207
7,6,2018/07/14,17,1,F,20,NINGUNO,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,1.0,M,22,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,597207
7,6,2018/07/08,3,1,F,18,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1.0,M,20,UNIÓN LIBRE,NE,TÉCNICO / COMERCIO,597207
7,6,2018/07/08,12,1,M,58,NINGUNO,CASADO,EMPLEADO,SECUNDARIA,1.0,M,31,CASADO,EMPLEADO,SECUNDARIA,597207
7,6,2018/07/10,14,1,F,29,CONCUÑA(O),UNIÓN LIBRE,EMPLEADO,LICENCIATURA,1.0,M,26 a 30,NE,NE,NE,597207
7,6,2018/07/06,10,1,F,34,ESPOSO (A),CASADO,SIN OFICIO,SECUNDARIA,1.0,M,36,CASADO,SIN OFICIO,TÉCNICO / COMERCIO,597207
7,6,2018/07/07,23,1,F,63,NINGUNO,CASADO,HOGAR,PRIMARIA,1.0,M,64,CASADO,NE,PRIMARIA,597207
7,6,2018/07/08,2,1,M,48,NINGUNO,SEPARADO,EMPLEADO,SECUNDARIA,2.0,M F,23 44,NE CASADO,NE HOGAR,NE SECUNDARIA,597207
7,6,2018/07/08,1,1,M,74,NINGUNO,SOLTERO,PENSIONADO,LICENCIATURA,1.0,M,41 a 45,NE,NE,NE,597207
7,6,2018/07/09,12,1,F,56,NINGUNO,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,36,UNIÓN LIBRE,NE,PRIMARIA,597207
